title,expansion,rarity,from,trend,30 days,7 days,1 day,url,image name
La Massacreuse (V.2),['Ravnica Remastered: Extras'],['Rare'],1.55,1.70,1.63,1.48,2.02,https://www.cardmarket.com/fr/Magic/Products/Singles/Ravnica-Remastered-Extras/Massacre-Girl-V2,./img/La_Massacreuse_(V.2).jpg
